country_code,country_name,year,pfm_inst,digital_inst,hrms_inst,justice_inst,political_inst,social_inst,integrity_inst,transparency_inst,env_inst,gdppc,govdebt,region,income,lending
GHA,Ghana,2018,0.5796292,1,0.5705481,0.5866241,0.5122762,0.7153374,0.3087912,0.3977993,0.4386691,6234.51208201488,NA,Sub-Saharan Africa,Lower middle income,IDA
GIB,Gibraltar,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
GIN,Guinea,2018,NA,0.4444444,0.3818593,NA,0.4448105,0.5229239,0.1166735,NA,0.2518547,3455.64512638662,NA,Sub-Saharan Africa,Low income,IDA
GMB,"Gambia, The",2018,0.0429355,0.6666667,0.5811678,NA,0.5052069,0.6482887,0.5672635,NA,NA,2651.43281455826,NA,Sub-Saharan Africa,Low income,IDA
GNB,Guinea-Bissau,2018,NA,0.6666667,0.3942038,NA,0.5057093,0.5981326,0.1646137,NA,NA,2307.86960988369,NA,Sub-Saharan Africa,Low income,IDA
GNQ,Equatorial Guinea,2018,0.0536694,0,0.2849625,NA,0.3530507,0.3827966,0.0798305,NA,NA,20165.4795550607,NA,Sub-Saharan Africa,Upper middle income,IBRD
GRC,Greece,2018,NA,0.7777778,0.6961459,0.6131858,0.7283913,0.7321761,0.7580682,0.5777906,0.6424643,32722.3310423615,207.661903904942,Europe & Central Asia,High income,Not classified
GRD,Grenada,2018,NA,0.8888889,NA,NA,NA,NA,NA,0.4203812,NA,16975.247600506,NA,Latin America & Caribbean,Upper middle income,Blend
GRL,Greenland,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,65979.1610559972,NA,Europe & Central Asia,High income,Not classified
GTM,Guatemala,2018,0.6977019,1,0.3638133,0.3419024,0.4862946,0.6153563,0.2069544,0.4167531,0.1397189,11196.2643955264,NA,Latin America & Caribbean,Upper middle income,IBRD
GUM,Guam,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income,Not classified
GUY,Guyana,2018,NA,0.7777778,0.5593804,0.5098014,0.5817403,0.6945468,0.5380534,0.3775652,NA,12980.3571798196,NA,Latin America & Caribbean,Upper middle income,IDA
HKG,"Hong Kong SAR, China",2018,NA,0.6666667,0.6997842,NA,0.5487723,0.6050857,0.7929713,0.8089711,NA,66993.9270307538,NA,East Asia & Pacific,High income,Not classified
HND,Honduras,2018,0.6332986,1,0.4767957,0.3247955,0.4921502,0.6772114,0.1947464,0.3703392,0.2686004,6219.27973775059,NA,Latin America & Caribbean,Lower middle income,IDA
HRV,Croatia,2018,0.7299035,0.8888889,0.5320663,0.578057,0.5964543,0.6258746,0.6197653,0.601216,0.5882069,33732.8820365545,83.6696720968878,Europe & Central Asia,High income,IBRD
HTI,Haiti,2018,NA,0.6666667,0.3601668,NA,0.4474671,0.5908951,0.1027595,NA,0.1352807,3485.69687548702,NA,Latin America & Caribbean,Lower middle income,IDA
HUN,Hungary,2018,0.4830244,0.8888889,0.630693,0.5321053,0.5095586,0.5944303,0.4068645,0.4750549,0.6456001,35499.61128222,86.5296515914666,Europe & Central Asia,High income,Not classified
IDN,Indonesia,2018,0.7513713,0.7777778,0.5487338,0.4670897,0.5845197,0.6571583,0.2748003,0.4728308,0.3972837,12262.2310300771,NA,East Asia & Pacific,Lower middle income,IBRD
IMN,Isle of Man,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
IND,India,2018,0.5259598,0.6666667,0.5569444,0.4241199,0.4598037,0.560819,0.3427058,0.6237256,0.8086306,7714.33974724531,46.5224986659322,South Asia,Lower middle income,IBRD
IRL,Ireland,2018,NA,0.6666667,0.8024572,NA,0.6473228,0.7211871,0.9052445,NA,0.7934578,93802.3882103535,73.3536674722741,Europe & Central Asia,High income,Not classified
IRN,"Iran, Islamic Rep.",2018,NA,0.6666667,0.4307482,0.4548807,0.4518658,0.3602706,0.2494473,0.3240281,0.7357293,14642.4975713628,NA,Middle East & North Africa,Lower middle income,IBRD
IRQ,Iraq,2018,0.0966049,0.2222222,0.2438988,NA,0.602246,0.5400912,0.1771687,NA,NA,14456.2357053191,27.438248367378,Middle East & North Africa,Upper middle income,IBRD
ISL,Iceland,2018,NA,0.7777778,0.7518733,NA,0.6151564,0.7198285,0.9187778,NA,NA,65356.2174996799,81.9621967417907,Europe & Central Asia,High income,Not classified
ISR,Israel,2018,NA,1,0.6476678,NA,0.5503649,0.6537176,0.7220125,NA,0.6773782,43540.2491972451,NA,Middle East & North Africa,High income,Not classified
ITA,Italy,2018,0.7621051,1,0.7655482,0.6332732,0.6607491,0.7395295,0.757585,0.6221101,0.6712365,48911.0652724025,NA,Europe & Central Asia,High income,Not classified
JAM,Jamaica,2018,0.4508227,0.8888889,0.6542612,0.5588992,0.6222277,0.72991,0.7308299,0.5478728,0.4532195,10137.1110525894,NA,Latin America & Caribbean,Upper middle income,IBRD
JOR,Jordan,2018,0.6547664,0.8888889,0.5005999,0.5867805,0.6432766,0.5144735,0.5077521,0.4076068,0.6695154,9311.53131354454,NA,Middle East & North Africa,Upper middle income,IBRD
JPN,Japan,2018,0.6655002,0.8888889,0.7864267,0.7877226,0.5534673,0.6566018,0.7829937,0.7041222,0.719699,44858.0301736984,197.335609410989,East Asia & Pacific,High income,Not classified
KAZ,Kazakhstan,2018,0.6225647,0.6666667,0.4886992,0.4342228,0.4609261,0.4927524,0.0904291,0.4862852,0.4244753,32330.2274546567,21.9922369362835,Europe & Central Asia,Upper middle income,IBRD
KEN,Kenya,2018,0.5366938,0.8888889,0.5373428,0.4619631,0.7151275,0.6634393,0.3403803,0.4196383,0.5727135,5017.66784674664,NA,Sub-Saharan Africa,Lower middle income,Blend
KGZ,Kyrgyz Republic,2018,0.6762341,0.6666667,0.5315297,0.4234377,0.6703666,0.6549153,0.2243113,0.5337352,0.2684703,5951.8292293921,51.6567858407378,Europe & Central Asia,Lower middle income,IDA
KHM,Cambodia,2018,0.343484,0.6666667,0.2826743,0.2011096,0.3799483,0.4644011,0.0565522,0.0955296,0.3356858,6050.59088262205,NA,East Asia & Pacific,Lower middle income,IDA
KIR,Kiribati,2018,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,2877.60116543267,NA,East Asia & Pacific,Lower middle income,IDA
KNA,St. Kitts and Nevis,2018,NA,0.5555556,NA,NA,NA,NA,NA,0.2785698,NA,30592.9047143548,NA,Latin America & Caribbean,High income,IBRD
KOR,"Korea, Rep.",2018,0.6655002,1,0.8138069,0.7841232,0.6966174,0.7245099,0.745057,0.7188487,0.8136389,45890.4304094143,37.5556431793942,East Asia & Pacific,High income,Not classified
KWT,Kuwait,2018,NA,0.6666667,0.5230012,NA,0.4650454,0.4793242,0.4218659,NA,0.3815316,51364.271157544,NA,Middle East & North Africa,High income,Not classified
LAO,Lao PDR,2018,NA,0.7777778,0.4484023,NA,0.4357597,0.3844673,0.2484794,NA,0.2100991,7775.08574451883,NA,East Asia & Pacific,Lower middle income,IDA
LBN,Lebanon,2018,0.0644033,0.6666667,0.3805929,0.4484026,0.4843515,0.5852999,0.2554338,0.3527684,0.4648886,16290.0516478592,NA,Middle East & North Africa,Lower middle income,IBRD
LBR,Liberia,2018,0.4078873,0.8888889,0.3947023,0.4223198,0.593149,0.6971197,0.149854,0.3739172,0.1925752,1647.97443793846,NA,Sub-Saharan Africa,Low income,IDA
LBY,Libya,2018,NA,0.3333333,0.2891305,NA,0.6559649,0.5435174,0.2677695,NA,NA,16380.8515494718,NA,Middle East & North Africa,Upper middle income,IBRD
LCA,St. Lucia,2018,NA,0.8888889,NA,NA,NA,NA,NA,0.4242431,NA,22981.8034416012,NA,Latin America & Caribbean,Upper middle income,Blend
LIE,Liechtenstein,2018,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
LKA,Sri Lanka,2018,0.5044921,0.7777778,0.5400596,0.5174175,0.4854134,0.6628699,0.4197263,0.42598,0.3859695,14759.8248943303,NA,South Asia,Lower middle income,IBRD
LSO,Lesotho,2018,0.3327501,0.7777778,0.4660549,NA,0.5894163,0.641139,0.4714133,NA,NA,2846.41828124649,32.8447143461545,Sub-Saharan Africa,Lower middle income,IDA
LTU,Lithuania,2018,NA,1,0.7403692,NA,0.5880327,0.6193203,0.7576122,NA,NA,41278.3220079412,38.0791689976833,Europe & Central Asia,High income,Not classified
LUX,Luxembourg,2018,NA,0.8888889,0.8814852,NA,0.6234978,0.7096353,0.9397528,NA,NA,130533.052338011,NA,Europe & Central Asia,High income,Not classified
LVA,Latvia,2018,NA,0.7777778,0.8222775,NA,0.590352,0.7024068,0.8308822,NA,NA,34729.81869478,NA,Europe & Central Asia,High income,Not classified
MAC,"Macao SAR, China",2018,NA,0.5555556,NA,NA,NA,NA,NA,NA,NA,139787.776691387,NA,East Asia & Pacific,High income,Not classified
MAF,St. Martin (French part),2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
MAR,Morocco,2018,0.4615566,0.8888889,0.5061466,0.524142,0.6577051,0.5573936,0.4563824,0.3937541,0.5224132,8611.75,NA,Middle East & North Africa,Lower middle income,IBRD
MCO,Monaco,2018,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
MDA,Moldova,2018,0.6118309,0.7777778,0.5372139,0.4419611,0.5203487,0.6233124,0.2368052,0.5672309,0.5359116,13895.5043655692,27.5107781705941,Europe & Central Asia,Upper middle income,IBRD
MDG,Madagascar,2018,0.429355,0.8888889,0.351201,0.3780708,0.4522628,0.6429623,0.3194499,0.4017218,0.1411164,1684.6493759955,NA,Sub-Saharan Africa,Low income,IDA
MDV,Maldives,2018,NA,0.8888889,0.4923158,NA,0.464202,0.5047888,0.3071922,NA,0.1290906,20998.879189238,NA,South Asia,Upper middle income,IDA
MEX,Mexico,2018,0.8801777,1,0.4289851,0.3733775,0.603083,0.6678094,0.3103244,0.6304025,0.6036517,21997.773022688,NA,Latin America & Caribbean,Upper middle income,IBRD
MHL,Marshall Islands,2018,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,5635.30750416112,44.0008963636364,East Asia & Pacific,Upper middle income,IDA
MKD,North Macedonia,2018,0.4400889,0.8888889,0.5010962,0.5101917,0.621322,0.663909,0.3614436,0.4524542,0.4660766,20806.0344597961,NA,Europe & Central Asia,Upper middle income,IBRD
MLI,Mali,2018,0.4078873,0.8888889,0.3555841,NA,0.4911877,0.6444955,0.2004119,NA,0.2934401,2411.53194778103,NA,Sub-Saharan Africa,Low income,IDA
MLT,Malta,2018,NA,0.8888889,0.6518517,NA,0.4912516,0.6710029,0.5291564,NA,NA,53266.3187639378,NA,Middle East & North Africa,High income,Not classified
MMR,Myanmar,2018,0.3005485,0.3333333,0.5246989,0.3394035,0.5038792,0.5916623,0.5699958,0.252432,0.3167379,6201.26341429761,NA,East Asia & Pacific,Lower middle income,IDA
MNE,Montenegro,2018,NA,0.8888889,0.5330283,NA,0.6078549,0.6542107,0.3511515,NA,0.5698235,24040.7492892579,NA,Europe & Central Asia,Upper middle income,IBRD
MNG,Mongolia,2018,0.601097,0.8888889,0.5260019,0.5280123,0.6054082,0.7184804,0.3231225,0.4125047,0.293966,15230.2408828847,65.9653147370968,East Asia & Pacific,Lower middle income,IBRD
MNP,Northern Mariana Islands,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income,Not classified
MOZ,Mozambique,2018,0.4508227,0.7777778,0.4572161,NA,0.5225244,0.5906165,0.3826769,NA,0.104198,1538.83512127022,81.3537163156048,Sub-Saharan Africa,Low income,IDA
MRT,Mauritania,2018,NA,0.8888889,0.2488922,NA,0.5117687,0.5110544,0.1433244,NA,0.1995342,6153.63790853695,NA,Sub-Saharan Africa,Lower middle income,IDA
MUS,Mauritius,2018,NA,0.6666667,0.5612078,NA,0.520061,0.6832944,0.403197,NA,NA,25024.1337925763,55.3817941113535,Sub-Saharan Africa,Upper middle income,IBRD
MWI,Malawi,2018,0.2898146,0.8888889,0.5055763,0.489592,0.526565,0.637959,0.3089771,0.3394951,0.4425976,1638.91665761076,41.7011065966529,Sub-Saharan Africa,Low income,IDA
MYS,Malaysia,2018,0.5044921,0.8888889,0.5761657,0.5642422,0.4875859,0.5679455,0.6310457,0.3322703,0.553897,30459.9655338061,51.1859148831795,East Asia & Pacific,Upper middle income,IBRD
NAM,Namibia,2018,0.5474276,0.6666667,0.6310943,NA,0.5042408,0.668608,0.6485816,NA,NA,11214.38604306,NA,Sub-Saharan Africa,Upper middle income,IBRD
NCL,New Caledonia,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income,Not classified
NER,Niger,2018,0.1824759,0.7777778,0.5875002,NA,0.745312,0.620289,0.4074609,NA,0.2963877,1574.33838262666,NA,Sub-Saharan Africa,Low income,IDA
NGA,Nigeria,2018,0.2254114,0.8888889,0.3456865,0.4860846,0.5214249,0.6753345,0.1460476,0.3614779,0.3949015,5628.74079442015,NA,Sub-Saharan Africa,Lower middle income,Blend
NIC,Nicaragua,2018,0.4400889,1,0.2530941,0.2849429,0.4027655,0.3827351,0.1347591,0.3581219,0.3627319,6991.24166096136,NA,Latin America & Caribbean,Lower middle income,IDA
NLD,Netherlands,2018,NA,1,0.8298808,0.8534473,0.6008995,0.7002208,0.8920515,0.88191870000000006,0.7756674,66758.2640039803,NA,Europe & Central Asia,High income,Not classified
NOR,Norway,2018,0.85871,0.8888889,0.8888867,0.8886757,0.6720736,0.7436098,0.9347678,0.9199888,0.7659093,87338.4440954648,NA,Europe & Central Asia,High income,Not classified
NPL,Nepal,2018,0.4400889,0.8888889,0.6351988,0.4969213,0.7224158,0.6699173,0.363078,0.4503201,0.2492359,4371.38571771897,NA,South Asia,Lower middle income,IDA
NRU,Nauru,2018,NA,0.4444444,NA,NA,NA,NA,NA,NA,NA,10490.8556297927,NA,East Asia & Pacific,High income,IBRD
NZL,New Zealand,2018,0.9338471,0.7777778,0.8106147,0.8158422,0.593078,0.7141784,0.9201809,0.8495502,0.5026688,46916.3573367542,36.6308100322367,East Asia & Pacific,High income,Not classified
OMN,Oman,2018,NA,0.8888889,0.5902084,NA,0.3870584,0.3584256,0.6445881,NA,0.2845759,38673.6045360857,NA,Middle East & North Africa,High income,Not classified
PAK,Pakistan,2018,0.3005485,1,0.5434685,0.3262339,0.5749204,0.5323485,0.1615569,0.356031,0.3258933,5255.06350681272,NA,South Asia,Lower middle income,Blend
PAN,Panama,2018,NA,0.6666667,0.5838861,0.4652858,0.5844114,0.6405945,0.4441569,0.5667134,0.5200043,32681.4463626977,NA,Latin America & Caribbean,High income,IBRD
PER,Peru,2018,0.8157745,1,0.561954,0.4719675,0.6594796,0.717196,0.5034156,0.4973939,0.4046616,15388.9983222118,25.7290009576063,Latin America & Caribbean,Upper middle income,IBRD
PHL,Philippines,2018,0.8157745,1,0.5474525,0.4155168,0.4508874,0.5705748,0.348434,0.4752803,0.5407441,9016.28659627736,NA,East Asia & Pacific,Lower middle income,IBRD
PLW,Palau,2018,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,19256.9311531643,83.6765103864945,East Asia & Pacific,Upper middle income,IBRD
PNG,Papua New Guinea,2018,0.5366938,0.8888889,0.5686598,NA,0.4426043,0.6272691,0.2188597,NA,0.3384272,4211.14547406654,36.6742909998618,East Asia & Pacific,Lower middle income,Blend
POL,Poland,2018,0.6440325,1,0.6648226,0.6249661,0.6678544,0.6461601,0.7637662,0.6716732,0.4141393,36500.4114282584,NA,Europe & Central Asia,High income,IBRD
PRI,Puerto Rico,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,42372.6584312506,NA,Latin America & Caribbean,High income,Not classified
PRT,Portugal,2018,0.7084357,0.8888889,0.7213106,0.7140616,0.6735492,0.714687,0.7953799,0.6308195,0.7950343,39123.6148825077,NA,Europe & Central Asia,High income,Not classified
PRY,Paraguay,2018,0.4937582,1,0.4160963,NA,0.5407774,0.6199697,0.2381356,NA,0.2327685,15592.9841390273,NA,Latin America & Caribbean,Upper middle income,IBRD
PSE,West Bank and Gaza,2018,NA,NA,0.4034383,NA,NA,NA,0.4693564,NA,0.3290175,6342.9374800852,NA,Middle East & North Africa,Lower middle income,Not classified
PYF,French Polynesia,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income,Not classified
QAT,Qatar,2018,0.0107339,0.5555556,0.5327952,NA,0.2603822,0.3351375,0.545508,NA,0.5370319,114909.945480863,NA,Middle East & North Africa,High income,Not classified
ROU,Romania,2018,0.686968,NA,0.5263782,0.5816156,0.5234534,0.6086611,0.485478,0.6487863,0.7000861,35067.2105924325,42.5380470568596,Europe & Central Asia,High income,IBRD
RUS,Russian Federation,2018,0.7943068,0.8888889,0.5084832,0.3767845,0.4696519,0.5324581,0.2784834,0.4746472,0.4652992,36908.3671875,16.1685789853238,Europe & Central Asia,Upper middle income,IBRD
RWA,Rwanda,2018,0.4186211,0.8888889,0.3573085,NA,0.6427417,0.5090459,0.5503578,NA,0.6856353,2491.3108721560902,NA,Sub-Saharan Africa,Low income,IDA
SAU,Saudi Arabia,2018,0.1932098,0.7777778,0.5174009,NA,0.4151275,0.3129987,0.4762941,NA,0.3159759,55508.8730589126,NA,Middle East & North Africa,High income,Not classified
SDN,Sudan,2018,0.0214677,0.4444444,0.2989795,NA,0.5050067,0.3568582,0.2031336,NA,0.1375345,3816.65991210938,NA,Sub-Saharan Africa,Low income,IDA
SEN,Senegal,2018,0.4937582,0.8888889,0.5761651,0.5794596,0.6746536,0.6378029,0.5640755,0.3183885,0.3362146,3998.28635303406,NA,Sub-Saharan Africa,Lower middle income,IDA
SGP,Singapore,2018,NA,0.8888889,0.8777817,0.7710289,0.5049598,0.5221661,0.9760903,0.686409,0.6308086,119343.145527918,110.757602622235,East Asia & Pacific,High income,Not classified
SLB,Solomon Islands,2018,NA,0.8888889,0.5382047,NA,0.4630727,NA,0.3550842,NA,0.2182258,2686.12000729116,7.68564585571841,East Asia & Pacific,Lower middle income,IDA
SLE,Sierra Leone,2018,0.4186211,0.7777778,0.4887091,0.4291167,0.5232518,0.7166759,0.2744014,0.3113868,0.2539269,2766.7170000408,NA,Sub-Saharan Africa,Low income,IDA
SLV,El Salvador,2018,0.4937582,1,0.3526316,0.3822609,0.5303127,0.6530966,0.3318346,0.5020582,0.4393375,10297.203612692,52.2142820084663,Latin America & Caribbean,Lower middle income,IBRD
SMR,San Marino,2018,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,59194.0442905609,55.9404550948587,Europe & Central Asia,High income,Not classified
SOM,Somalia,2018,0.0322016,0.4444444,0.2558108,NA,0.621241,0.5034904,0.0869409,NA,0.1054089,1504.43908951394,NA,Sub-Saharan Africa,Low income,IDA
SRB,Serbia,2018,0.429355,0.8888889,0.5941587,0.432865,0.6233395,0.5937337,0.334911,0.4539576,0.6241649,20454.3192908782,NA,Europe & Central Asia,Upper middle income,IBRD
SSD,South Sudan,2018,0.0751371,0.5555556,0.1706414,NA,0.328956,0.3960894,0.0989646,NA,0.028442,NA,NA,Sub-Saharan Africa,Low income,IDA
STP,São Tomé and Príncipe,2018,0.257613,0.7777778,0.5271637,NA,0.5501763,NA,0.5653251,NA,NA,5674.72379094011,NA,Sub-Saharan Africa,Lower middle income,IDA
SUR,Suriname,2018,NA,0.7777778,0.4062719,0.5053881,0.5302063,0.6809717,0.5967805,0.236659,NA,22938.5353715545,NA,Latin America & Caribbean,Upper middle income,IBRD
SVK,Slovak Republic,2018,0.6440325,1,0.668596,NA,0.5165301,0.6468096,0.6438126,NA,0.7932696,36415.7375868248,63.5000460975992,Europe & Central Asia,High income,Not classified
SVN,Slovenia,2018,0.7299035,1,0.7936822,0.663273,0.7094111,0.7173366,0.8009195,0.6712971,NA,43371.980893317,NA,Europe & Central Asia,High income,Not classified
SWE,Sweden,2018,0.9231132,0.8888889,0.8462177,0.8536923,0.6233224,0.7273735,0.9931209,0.88939,0.5323922,60318.4607271017,42.5823207006916,Europe & Central Asia,High income,Not classified
SWZ,Eswatini,2018,0.3327501,0.8888889,0.3920862,NA,0.4350903,0.4350671,0.4212644,NA,NA,9643.04479562689,27.0233176614236,Sub-Saharan Africa,Lower middle income,IBRD
SXM,Sint Maarten (Dutch part),2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,42154.1020267504,NA,Latin America & Caribbean,High income,Not classified
SYC,Seychelles,2018,NA,0.8888889,0.6766177,NA,0.5499418,0.6211947,0.6791143,NA,NA,32841.4242467381,NA,Sub-Saharan Africa,High income,IBRD
SYR,Syrian Arab Republic,2018,NA,0.4444444,0.2839963,NA,0.2357107,0.2824445,0.0512647,NA,NA,4956.09296464777,NA,Middle East & North Africa,Low income,IDA
TCA,Turks and Caicos Islands,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,27444.4355121585,NA,Latin America & Caribbean,High income,Not classified
TCD,Chad,2018,0.1502742,0.5555556,0.2664226,NA,0.3643631,0.5270439,0.0322477,NA,0.244444,1868.47414842895,NA,Sub-Saharan Africa,Low income,IDA
TGO,Togo,2018,NA,0.4444444,0.3868233,NA,0.5462332,0.5782053,0.2113948,NA,0.3049435,2442.64693857392,NA,Sub-Saharan Africa,Low income,IDA
THA,Thailand,2018,0.6547664,0.8888889,0.5647168,0.4215551,0.4659655,0.4669272,0.2186454,0.450167,0.6756762,20879.1601782531,37.910418843604504,East Asia & Pacific,Upper middle income,IBRD
TJK,Tajikistan,2018,0.1824759,0.5555556,0.2039823,NA,0.3227571,0.3758002,0.1277826,NA,0.3392223,3479.69235966041,NA,Europe & Central Asia,Lower middle income,IDA
TKM,Turkmenistan,2018,NA,0.3333333,0.3234322,NA,0.3018672,NA,0.0767945,NA,0.1166722,14648.135352725,NA,Europe & Central Asia,Upper middle income,IBRD
TLS,Timor-Leste,2018,0.429355,NA,0.4206823,NA,0.5833308,0.6554443,0.5712625,NA,NA,4188.95080273188,NA,East Asia & Pacific,Lower middle income,Blend
TON,Tonga,2018,NA,0.7777778,NA,NA,NA,NA,NA,NA,NA,6896.04214023328,48.6165070796269,East Asia & Pacific,Upper middle income,IDA
TTO,Trinidad and Tobago,2018,0.3220162,0.8888889,0.6234949,0.5315258,0.5501752,0.6619149,0.8301792,0.5220587,NA,34346.1476275045,NA,Latin America & Caribbean,High income,IBRD
TUN,Tunisia,2018,0.3756856,0.8888889,0.5919259,0.5475909,0.703148,0.6510056,0.604686,0.4300147,0.7129482,13090.6199760753,NA,Middle East & North Africa,Lower middle income,IBRD
TUR,Türkiye,2018,0.5474276,0.8888889,0.3671976,0.440923,0.4522733,0.4507036,0.1800788,0.4445274,0.5902703,28305.4612484943,29.2112929401822,Europe & Central Asia,Upper middle income,IBRD
TUV,Tuvalu,2018,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,4575.86431649712,NA,East Asia & Pacific,Upper middle income,IDA
TWN,"Taiwan, China",2018,NA,0.8888889,0.811102,NA,NA,0.6885297,0.7680291,NA,NA,NA,NA,NA,NA,NA
TZA,Tanzania,2018,0.1824759,0.8888889,0.539593,0.4551902,0.7592305,0.5872721,0.7074636,0.2839162,0.1699189,3392.68872070313,NA,Sub-Saharan Africa,Lower middle income,IDA
UGA,Uganda,2018,0.6225647,0.8888889,0.4463738,0.3981046,0.6910356,0.5082781,0.2223937,0.2938043,0.3066697,2613.87976413963,34.6735709945694,Sub-Saharan Africa,Low income,IDA
UKR,Ukraine,2018,0.6762341,0.6666667,0.4654068,0.4425254,0.4505084,0.6424185,0.2756266,0.5309702,0.4940121,16978.984375,56.9059506749708,Europe & Central Asia,Lower middle income,IBRD
URY,Uruguay,2018,NA,1,0.8119175,0.7242535,0.7192398,0.7089826,0.85387710000000006,0.6919271,0.5602843,29854.6188930912,47.3414758375454,Latin America & Caribbean,High income,IBRD
USA,United States,2018,0.8157745,NA,0.8046584,0.7295119,0.5731047,0.7657911,0.7852218,0.7809725,0.6869354,68070.213421811,98.4497724592085,North America,High income,Not classified
UZB,Uzbekistan,2018,NA,0.8888889,0.4415866,0.3850937,0.4360858,0.4641321,0.183428,0.2641073,0.4799119,8348.96057873435,NA,Europe & Central Asia,Lower middle income,Blend
VCT,St. Vincent and the Grenadines,2018,NA,0.8888889,NA,NA,NA,NA,NA,0.4258586,NA,15963.6229080985,NA,Latin America & Caribbean,Upper middle income,Blend
VEN,"Venezuela, RB",2018,0,0.7777778,0.2849616,0.1505162,0.5791476,0.4958675,0.0642797,0.2345447,0.135592,NA,NA,Latin America & Caribbean,Not classified,IBRD
VGB,British Virgin Islands,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
VIR,Virgin Islands (U.S.),2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,44205.4071324394,NA,Latin America & Caribbean,High income,Not classified
VNM,Vietnam,2018,0.4078873,0.7777778,0.4783031,0.4110935,0.5592104,0.5034503,0.5175685,0.415877,0.626836,10936.8937859558,NA,NA,NA,NA
VUT,Vanuatu,2018,NA,0.7777778,0.6443623,NA,0.5720083,NA,0.4932805,NA,0.1397516,3482.02272519263,NA,East Asia & Pacific,Lower middle income,IDA
WSM,Samoa,2018,NA,0.8888889,NA,NA,NA,NA,NA,NA,NA,6805.04517162305,NA,East Asia & Pacific,Lower middle income,IDA
XKX,Kosovo,2018,NA,NA,0.5482526,NA,NA,0.6922334,0.5449376,NA,0.5210654,11188.2244627966,NA,Europe & Central Asia,Upper middle income,IDA
YEM,"Yemen, Rep.",2018,0,0.7777778,0.1510099,NA,0.2692701,0.3750042,0.0779144,NA,0.1411863,NA,NA,Middle East & North Africa,Low income,IDA
ZAF,South Africa,2018,0.9338471,0.8888889,0.5495754,0.6197712,0.5604268,0.6956549,0.4146335,0.6085016,0.6709271,14571.3756333595,59.1023114070608,Sub-Saharan Africa,Upper middle income,IBRD
ZMB,Zambia,2018,0.3220162,0.7777778,0.393729,0.4657512,0.5216001,0.5971376,0.4792224,0.3520676,0.2030007,3646.95966481655,59.7122211727371,Sub-Saharan Africa,Low income,IDA
ZWE,Zimbabwe,2018,0.5259598,0.6666667,0.4437773,0.4358658,0.6753705,0.5800376,0.245212,0.2704514,0.3257305,3572.98358928518,NA,Sub-Saharan Africa,Lower middle income,Blend
ABW,Aruba,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,38435.4269132506,NA,Latin America & Caribbean,High income,Not classified
AFG,Afghanistan,2019,NA,0.7777778,0.3917433,0.3060613,0.5801239,0.5830622,0.1482236,0.2440274,0.28115830000000003,2927.2451435353,NA,South Asia,Low income,IDA
AGO,Angola,2019,NA,0.8888889,0.3771125,0.3623779,0.5269128,0.527949,0.4387136,0.2441092,0.1848017,8274.54256174643,NA,Sub-Saharan Africa,Lower middle income,IBRD
ALB,Albania,2019,NA,1,0.5020827,0.5148315,0.6126282,0.6347873,0.2575538,0.4259391,0.5111383,15079.416194011,74.8082829284774,Europe & Central Asia,Upper middle income,IBRD
AND,Andorra,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,63215.899791913,NA,Europe & Central Asia,High income,Not classified
ARE,United Arab Emirates,2019,NA,0.7777778,0.4925126,0.603609,0.5235589,0.3785815,0.8121989,0.3125339,0.7264514,68887.8454107816,NA,Middle East & North Africa,High income,Not classified
ARG,Argentina,2019,NA,0.8888889,0.6360822,0.534253,0.6818791,0.7192278,0.5055576,0.6097912,0.370218,26629.5529419501,NA,Latin America & Caribbean,Upper middle income,IBRD
